,,"(车号,已充电量,当前费用)",,,,,"(车号,充电类型,充电量)"
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,-,-,
07:10:00,"(A,V14,F,95)","(V3,30.00,37.50)","(V4,27.50,34.50)","(V1,11.67,14.50)","(V5,7.50,9.50)","(V6,6.67,8.50)","(V13,F,110.00)-(V14,F,95.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)",-,"(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,-,-,
07:15:00,"(A,V15,T,10)","(V3,32.50,41.25)","(V4,30.00,38.25)","(V1,12.50,15.75)","(V5,8.33,10.75)","(V6,7.50,9.75)","(V13,F,110.00)-(V14,F,95.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)",-,"(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,-,"(V15,0.00,0.00)",
07:20:00,"(A,V16,F,60)","(V3,35.00,45.00)","(V4,32.50,42.00)","(V1,13.33,17.00)","(V5,9.17,12.00)","(V6,8.33,11.00)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)",-,"(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,-,"(V15,0.00,0.00)",
07:25:00,"(A,V17,T,10)","(V3,37.50,48.75)","(V4,35.00,45.75)","(V1,14.17,18.25)","(V5,10.00,13.25)","(V6,9.17,12.25)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,-,"(V15,0.00,0.00)",
07:30:00,"(A,V18,T,7.5)","(V3,40.00,52.50)","(V4,37.50,49.50)","(V1,15.00,19.50)","(V5,10.83,14.50)","(V6,10.00,13.50)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V18,0.00,0.00)","(V15,0.00,0.00)",
07:35:00,"(A,V19,F,75)","(V3,42.50,56.25)","(V4,40.00,53.25)","(V1,15.83,20.75)","(V5,11.67,15.75)","(V6,10.83,14.75)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V18,0.00,0.00)","(V15,0.00,0.00)",
07:40:00,"(A,V20,F,95)","(V3,45.00,60.00)","(V4,42.50,57.00)","(V1,16.67,22.00)","(V5,12.50,17.00)","(V6,11.67,16.00)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V18,0.00,0.00)","(V15,0.00,0.00)",
07:45:00,"(A,V21,F,95)","(V3,47.50,63.75)","(V4,45.00,60.75)","(V1,17.50,23.25)","(V5,13.33,18.25)","(V6,12.50,17.25)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V18,0.00,0.00)","(V15,0.00,0.00)",
07:50:00,"(A,V22,F,70)","(V3,50.00,67.50)","(V4,47.50,64.50)","(V1,18.33,24.50)","(V5,14.17,19.50)","(V6,13.33,18.50)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V18,0.00,0.00)","(V15,0.00,0.00)",
07:55:00,"(A,V23,F,80)","(V3,52.50,71.25)","(V4,50.00,68.25)","(V1,19.17,25.75)","(V5,15.00,20.75)","(V6,14.17,19.75)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V18,0.00,0.00)","(V15,0.00,0.00)",
08:00:00,"(A,V24,T,5)","(V3,55.00,75.00)","(V4,52.50,72.00)","(V1,20.00,27.00)","(V5,15.83,22.00)","(V6,15.00,21.00)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)","(V24,0.00,0.00)","(V18,0.00,0.00)","(V15,0.00,0.00)",
08:05:00,,"(V3,57.50,78.75)","(V4,55.00,75.75)","(V1,20.83,28.25)","(V5,16.67,23.25)","(V6,15.83,22.25)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)","(V24,0.00,0.00)","(V18,0.00,0.00)","(V15,0.00,0.00)",
08:10:00,,"(V3,60.00,82.50)","(V4,57.50,79.50)","(V1,21.67,29.50)","(V5,17.50,24.50)","(V6,16.67,23.50)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)","(V24,0.00,0.00)","(V18,0.00,0.00)","(V15,0.00,0.00)",
08:15:00,,"(V3,62.50,86.25)","(V4,60.00,83.25)","(V1,22.50,30.75)","(V5,18.33,25.75)","(V6,17.50,24.75)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)","(V24,0.00,0.00)","(V18,0.00,0.00)","(V15,0.00,0.00)",
08:20:00,"(A,V25,T,15)","(V3,65.00,90.00)","(V4,62.50,87.00)","(V1,23.33,32.00)","(V5,19.17,27.00)","(V6,18.33,26.00)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)","(V17,0.00,0.00)","(V8,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)","(V24,0.00,0.00)","(V18,0.00,0.00)","(V15,0.00,0.00)",
08:25:00,"(B,T1,O,0)","(V3,67.50,93.75)","(V4,65.00,90.75)","(V24,0.00,0.00)(故障)","(V8,0.00,0.00)","(V6,19.17,27.25)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V18,T,7.50)(被故障队列车挤出)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)(被故障队列车挤出)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)",-,"(V15,0.00,0.00)","(V1,24.17,33.25)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V17,0.00,0.00)","(V10,0.00,0.00)",
08:30:00,"(A,V26,T,20)","(V3,70.00,97.50)","(V4,67.50,94.50)","(V24,0.00,0.00)(故障)","(V8,0.83,1.25)","(V1,24.17,33.25)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)(被故障队列车挤出)-(V26,T,20.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)",-,"(V15,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V17,0.00,0.00)","(V18,0.00,0.00)",
08:35:00,"(A,V27,T,25)","(V3,72.50,101.25)","(V4,70.00,98.25)","(V24,0.00,0.00)(故障)","(V8,1.67,2.50)","(V1,25.00,34.50)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)(被故障队列车挤出)-(V26,T,20.00)-(V27,T,25.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)",-,"(V15,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V17,0.00,0.00)","(V18,0.00,0.00)",
08:40:00,,"(V3,75.00,105.00)","(V4,72.50,102.00)","(V24,0.00,0.00)(故障)","(V8,2.50,3.75)","(V1,25.83,35.75)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)(被故障队列车挤出)-(V26,T,20.00)-(V27,T,25.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)",-,"(V15,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V17,0.00,0.00)","(V18,0.00,0.00)",
08:45:00,,"(V3,77.50,108.75)","(V4,75.00,105.75)","(V24,0.00,0.00)(故障)","(V8,3.33,5.00)","(V1,26.67,37.00)","(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)(被故障队列车挤出)-(V26,T,20.00)-(V27,T,25.00)"
,,"(V7,0.00,0.00)","(V9,0.00,0.00)",-,"(V15,0.00,0.00)","(V10,0.00,0.00)",
,,"(V11,0.00,0.00)","(V12,0.00,0.00)",-,"(V17,0.00,0.00)","(V18,0.00,0.00)",
08:50:00,"(B,F1,O,0)","(V11,0.00,0.00)(故障)","(V4,77.50,109.50)","(V24,0.00,0.00)(故障)","(V8,4.17,6.25)","(V1,27.50,38.25)","(V9,F,105.00)(被故障队列车挤出)-(V12,F,90.00)(被故障队列车挤出)-(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)(被故障队列车挤出)-(V26,T,20.00)-(V27,T,25.00)"
,,-,"(V3,80.00,112.50)",-,"(V15,0.00,0.00)","(V10,0.00,0.00)",
,,-,"(V7,0.00,0.00)",-,"(V17,0.00,0.00)","(V18,0.00,0.00)",
08:55:00,,"(V11,0.00,0.00)(故障)","(V4,80.00,113.25)","(V24,0.00,0.00)(故障)","(V8,5.00,7.50)","(V1,28.33,39.50)","(V9,F,105.00)(被故障队列车挤出)-(V12,F,90.00)(被故障队列车挤出)-(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)(被故障队列车挤出)-(V26,T,20.00)-(V27,T,25.00)"
,,-,"(V3,80.00,112.50)",-,"(V15,0.00,0.00)","(V10,0.00,0.00)",
,,-,"(V7,0.00,0.00)",-,"(V17,0.00,0.00)","(V18,0.00,0.00)",
09:00:00,"(A,V28,F,30) [拒收:等候区满]","(V11,0.00,0.00)(故障)","(V4,82.50,117.00)","(V24,0.00,0.00)(故障)","(V8,5.83,8.75)","(V1,29.17,40.75)","(V9,F,105.00)(被故障队列车挤出)-(V12,F,90.00)(被故障队列车挤出)-(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)(被故障队列车挤出)-(V26,T,20.00)-(V27,T,25.00)"
,,-,"(V3,80.00,112.50)",-,"(V15,0.00,0.00)","(V10,0.00,0.00)",
,,-,"(V7,0.00,0.00)",-,"(V17,0.00,0.00)","(V18,0.00,0.00)",
09:05:00,,"(V11,0.00,0.00)(故障)","(V4,85.00,120.75)","(V24,0.00,0.00)(故障)","(V8,6.67,10.00)","(V1,30.00,42.00)","(V9,F,105.00)(被故障队列车挤出)-(V12,F,90.00)(被故障队列车挤出)-(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)(被故障队列车挤出)-(V26,T,20.00)-(V27,T,25.00)"
,,-,"(V3,80.00,112.50)",-,"(V15,0.00,0.00)","(V10,0.00,0.00)",
,,-,"(V7,0.00,0.00)",-,"(V17,0.00,0.00)","(V18,0.00,0.00)",
09:10:00,"(A,V1,O,0)","(V11,0.00,0.00)(故障)","(V4,87.50,124.50)",-,"(V8,7.50,11.25)","(V10,0.00,0.00)","(V9,F,105.00)(被故障队列车挤出)-(V12,F,90.00)(被故障队列车挤出)-(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)-(V25,T,15.00)(被故障队列车挤出)-(V26,T,20.00)-(V27,T,25.00)"
,,-,"(V3,80.00,112.50)",-,"(V15,0.00,0.00)","(V18,0.00,0.00)",
,,-,"(V7,0.00,0.00)",-,"(V17,0.00,0.00)","(V24,0.00,0.00)",
09:15:00,"(B,T1,O,1)","(V11,0.00,0.00)(故障)","(V4,90.00,128.25)","(V15,0.00,0.00)","(V8,8.33,12.50)","(V10,0.83,1.25)","(V9,F,105.00)(被故障队列车挤出)-(V12,F,90.00)(被故障队列车挤出)-(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)"
,,-,"(V3,80.00,112.50)","(V18,0.00,0.00)","(V24,0.00,0.00)","(V17,0.00,0.00)",
,,-,"(V7,0.00,0.00)","(V26,0.00,0.00)","(V25,0.00,0.00)","(V27,0.00,0.00)",
09:20:00,"(A,V27,O,0)","(V11,0.00,0.00)(故障)","(V4,92.50,132.00)","(V15,0.83,1.25)","(V8,9.17,13.75)","(V10,1.67,2.50)","(V9,F,105.00)(被故障队列车挤出)-(V12,F,90.00)(被故障队列车挤出)-(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,95.00)-(V22,F,70.00)-(V23,F,80.00)"
,,-,"(V3,80.00,112.50)","(V18,0.00,0.00)","(V24,0.00,0.00)","(V17,0.00,0.00)",
,,-,"(V7,0.00,0.00)","(V26,0.00,0.00)","(V25,0.00,0.00)",-,
09:25:00,"(C,V21,O,35)","(V11,0.00,0.00)(故障)","(V4,95.00,135.75)","(V15,1.67,2.50)","(V8,10.00,15.00)","(V10,2.50,3.75)","(V9,F,105.00)(被故障队列车挤出)-(V12,F,90.00)(被故障队列车挤出)-(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V19,F,75.00)-(V20,F,95.00)-(V21,F,35.00)-(V22,F,70.00)-(V23,F,80.00)"
,,-,"(V3,80.00,112.50)","(V18,0.00,0.00)","(V24,0.00,0.00)","(V17,0.00,0.00)",
,,-,"(V7,0.00,0.00)","(V26,0.00,0.00)","(V25,0.00,0.00)",-,
09:30:00,"(A,V19,O,0)","(V11,0.00,0.00)(故障)","(V4,97.50,139.50)","(V15,2.50,3.75)","(V8,10.83,16.25)","(V10,3.33,5.00)","(V9,F,105.00)(被故障队列车挤出)-(V12,F,90.00)(被故障队列车挤出)-(V13,F,110.00)-(V14,F,95.00)-(V16,F,60.00)-(V20,F,95.00)-(V21,F,35.00)-(V22,F,70.00)-(V23,F,80.00)"
,,-,"(V3,80.00,112.50)","(V18,0.00,0.00)","(V24,0.00,0.00)","(V17,0.00,0.00)",
,,-,"(V7,0.00,0.00)","(V26,0.00,0.00)","(V25,0.00,0.00)",-,
